title,tags
"Best technique for ""expiring"" a shopping cart after a certain amount of time? (rails 3)",ruby-on-rails
How to set a default value in a text_field?,ruby-on-rails
Why does a Heroku-hosted application take so long to start up?,ruby-on-rails
Explain to me how config works in Rails,ruby-on-rails
Where are string constants stored by GCC and from where these pointers are mapped?,c
Press Enter to Continue in C,c
Function to delete all occurrences of a word in a sentence in C,c
Easiest to use int array sorting function in C,c
Remove Devise Flash Notices for Sign out,ruby-on-rails
How do I initialize and test my queue that uses a struct in C?,c
Unknown action: The action 'create' could not be found for RegistrationsController?,ruby-on-rails
Determining type of variable during run-time in C,c
bootstrap:themed wrong constant NameError -> const_defined?,ruby-on-rails
Passing 2D Array of Pointers in C,c
I figured out how to write realloc, but I know the code is not right?
Paperclip not saving, no errors
Rails3 Find Wild Card Question,ruby-on-rails
MPI - sending and receiving rows of matrix,c
How do I create a self-signed certificate in OpenSSL programatically (i.e., not with the 'openssl' CLI command)?
OpenMP: parallel program not faster (or not very faster) then serial. What am I doing wrong?,c
mongoid - querying embedded docs,ruby-on-rails
C language yes or no if statement with a char?,c
malloc with user input,c
Problem definition of struct in Macro,c
Rails 3 undefined method `model_name' for Array:Class,ruby-on-rails
Rails options_for_select data from model plus additional array,ruby-on-rails
incomplete type 'struct' error in C,c
sysconf(_SC_CLK_TCK) what does it return?,c
C Pointer and Memory Allocation: Realloc Arrays and Pointer Passing,c
Declaring a global variable `extern const int` in header but only `int` in source file,c
undefined method rails -- calling a controller method from view,ruby-on-rails
Rails form help has_one belongs_to association,ruby-on-rails
Send large files over socket in C,c
Seeding Date objects,ruby-on-rails
Rails 3, paperclip + S3 - Howto Store for an Instance and Protect Access
Ruby on Rails updating join table records,ruby-on-rails
Difference between GCC's GNU C standards and ANSI C?,c
passenger with nginx on ubuntu linux - not recognizing my app,ruby-on-rails
Simply returning success or failure from ajax call in rails,ruby-on-rails
Rails Route only with numeric param,ruby-on-rails
Rails strange Stack Level Too Deep & Routing Error,ruby-on-rails
i need to update the current time in a sql query,ruby-on-rails
geocoding with google maps and rails 3,ruby-on-rails
ActiveAdmin uninitialized constant,ruby-on-rails
For the first x in array?,ruby-on-rails
How to modify a record before saving on Ruby on Rails,ruby-on-rails
Interpreting the Dhrystone Benchmark results on Modern PC,c
Replacing a word in a text file using C,c
Rails 3: Put parameter validation into Controller for API,ruby-on-rails
Program received signal SIGSEGV, Segmentation fault (program runs out of stack.)
"Rails i18n: Can I turn off ""translation missing"" errors?",ruby-on-rails
Where to install Nginx when using rvm,ruby-on-rails
Single stepping until exit from function gdb,c
sending a signal to a background process,c
"Mongoid ""no geo index :("" error",ruby-on-rails
Is there a strtol equivalent that does not require a null-terminated string?,c
rails + devise redirect to home after timeout,ruby-on-rails
"rails Model.create(:attr=>""value"") returns model with uninitialized fields",ruby-on-rails
Wrong Ruby Float and BigDecimal subtraction result,ruby-on-rails
Rails Get Multiple by ID,ruby-on-rails
Can you write from a particular position in a file from c?,c
pthread execution on linux,c
How to sort authors by their book count with ActiveRecord?,ruby-on-rails
Ruby - Get request body from incoming http call,ruby-on-rails
generate model using user:references vs user_id:integer,ruby-on-rails
Is there any way to make my function return a dynamic array?,c
Rails - Filter by date range,ruby-on-rails
"ruby 2.0 rails gem install error ""cannot load such file -- openssl""",ruby-on-rails
Read and write to a memory location,c
Accessing structure elements using pointers,c
Rspec Output Format: Documentation,ruby-on-rails
capistrano deploy SSHKit::Command::Failed: bundle exit status,ruby-on-rails
capistrano dev deploy fails,ruby-on-rails
Where does application.js code go in rails 3.1?,ruby-on-rails
Devise Flash Method Rails,ruby-on-rails
Writing a shell in C,c
passing size of an array to a function,c
Use of cudamalloc(). Why the double pointer?,c
Net::SMTPAuthenticationError in rails 3.1.0.rc5 when connecting to gmail,ruby-on-rails
how do I do a find by id if it exists, otherwise do a find_or_initialize_by_columname(params[:somevalue])
Is there any method in Rails to convert minutes as integer to days, months
C program. How to not allow any character, negative int
what is the standard locale for Great Britain,ruby-on-rails
how to append data to json in ruby/rails?,ruby-on-rails
Access devise current_user variable in rails controller,ruby-on-rails
Sending images over http to browser in C,c
Rails : How to store mailer password safely?,ruby-on-rails
Constant Array and Memory Management,c
Rails validate format with regex,ruby-on-rails
How do you know where you YAML file is breaking?,ruby-on-rails
ActiveRecord::RecordNotFound: Couldn't find Answer with ID=5 for Application with ID=,ruby-on-rails
Casting function returns to void,c
How to re-use C structs in ARM assembly in a maintainable and readable way?,c
Ruby on Rails : Where i can get error log?,ruby-on-rails
Yield layout in rails,ruby-on-rails
How do I call update action from another action in rails 3?,ruby-on-rails
C Programing Multiple Threads using pthread.h,c
validating a belongs_to association,ruby-on-rails
Embed Youtube Video into Rails App,ruby-on-rails
many to many table with an extra column in Rails,ruby-on-rails
CRUD operations using AngularJS and Mongoid fail partly,ruby-on-rails
each_with_index desired column output Rails,ruby-on-rails
What client-side situations need bind()?,c
HTTP Post Multipart/Form-Data to Rails from Desktop Client,ruby-on-rails
How to profile my rspec tests to find the biggest memory hogs?,ruby-on-rails
Activerecord association question: getting has_many :through to work,ruby-on-rails
Can't install gems with native libs on Mavericks (a.k.a. Travis call home),ruby-on-rails
Simple Linux C/S socket with pthread,c
x86_64 ASM - maximum bytes for an instruction?,c
"Why ""bundle install"" try to install outdated version of gems?",ruby-on-rails
Rails 5 controller test changes - `Devise::TestHelpers` is deprecated and will be removed from Devise.',ruby-on-rails
undefine defined preprocessor variable using Makefiles,c
How to nest omp for in omp single using OpenMP,c
"ruby on rails: undefined method ""version_requirements' when attempting to start server after new install",ruby-on-rails
how to store facebook friends to DB (newbie),ruby-on-rails
Rails 3 If Statement,
what are the differences between scanf() and fscanf()?,c
Radio Button Helper - Default value,ruby-on-rails
Socket Server Hangs,c
can't find executable rails for rails-3.2.6,ruby-on-rails
How to do site analytics with ruby on rails,ruby-on-rails
"Heroku: ""Process exited with status 127"" after deploying ruby app",ruby-on-rails
Read a specific range of lines from a file using c,c
How to specify join conditions in Rails for belongs_to assocation?,ruby-on-rails
How to create a linux pipeline example in c,c
Merge multiple .so shared libraries,c
Need help with this programming problem involving flipping coins,c
What is the difference between bundle and bundle update?,ruby-on-rails
Is it bad to hard code select tags when using option_groups_from_collection_for_select,ruby-on-rails
How to perform some task after render in Rails 3.1,ruby-on-rails
Superclass mismatch for class RegistrationController - Overriding Devise Controller,ruby-on-rails
FIR filter implementation in C programming,c
find the number in the the range 1 to 100 that has the most divisors,c
"ruby on rails language problem ""invalid byte sequence in GBK""",ruby-on-rails
Rails - input type=”file” multiple,ruby-on-rails
safe malloc/realloc: wrapping the call into a macro?,c
AJAX request with Rails 3 and jQuery is being processed as HTML.,ruby-on-rails
Rails 3.1 asset pipeline with SASS,ruby-on-rails
Pdf Writer for Rails 3,ruby-on-rails
Converting a floating point number in C to IEEE standard,c
How to use Paperclip without a file, just with a string?
How deploy a Ruby on Rails app on Windows Azure?,ruby-on-rails
Malloc in a loop causing memory leak,c
Writing an encrypted cookie session store for Rails, is my approach secure?
Image and print_media_type for pdfkit are not working on rails 4.0.2,ruby-on-rails
using printf to print out floating values,c
"Error happening when running ""rake db:create RAILS_ENV='development' """,ruby-on-rails
Rails Collection Select in Form Not Saving HABTM Association,ruby-on-rails
Error installing Nokogiri 1.5.0 with rails 3.1.0 and ubuntu,ruby-on-rails
merge json and remove duplicates ruby rails,ruby-on-rails
How do I customize the user registration route with the devise gem for Rails?,ruby-on-rails
How to insert a copy of a string into another string?,c
Bind error while recreating socket,c
Is active Admin a good fit for a complex admin interface for a daily deal rails 3.2 app?,ruby-on-rails
How to create nested objects using accepts_nested_attributes_for,ruby-on-rails
floating point exception in c program,c
preventing an exe file from closing,c
Help with: already initialized constant RUBY?,ruby-on-rails
Error 404 when Rails welcome page tries to fetch rails.png in Nginx + Passenger,ruby-on-rails
save a plot as a png in gnuplot and C,c
Why is my program giving me an Abort Trap: 6 error?,c
"I'm getting ""Invalid Initializer"", what am I doing wrong?",c
making your own malloc function?,c
FactoryGirl doesn't save objects in DB,ruby-on-rails
Default Namespace Route,ruby-on-rails
"How to remove this line in language C : ""Program ended with exit code: 0""",c
Test if file exists with Postgres,c
Difference in block allocated by malloc/calloc,c
Test rails controller that respond in different formats,ruby-on-rails
Reading the first line of a file in Ruby,ruby-on-rails
Square root function (math.h) - C,c
How to prompt the user to enter a integer within a certain amount of numbers,c
Passing dynamically allocated array as a parameter in C,c
Max Size for char buffer in C?,c
Rails - No connection could be made because the target machine actively refused it. - connect(2),ruby-on-rails
Eclipse and C based issue: #defines aren't working outside of header files,c
Correct use of Stat on C,c
Ruby on Rails 4 - What authentication gem to use?,ruby-on-rails
External Delaration for An Array?,c
undefined method `user_path',ruby-on-rails
Devise - do not use email,ruby-on-rails
difference in copying a .exe file and text file in c,c
Cap deploy - ERROR: Repository not found,ruby-on-rails
Rails template - adding index to :created_at using generate,ruby-on-rails
Can I use QT Creator for C programming?,c
Get real path of a symlink,c
Drop Down Search Results Filter in Rails,ruby-on-rails
Create multiple child processes in UNIX,c
Difference between pointers to variables, and pointers to structures in C
Ruby on Rails: How to use scope named 'open'?,ruby-on-rails
Switch case value with binary value?,c
Implement a hash table,c
Read in text file - 1 character at a time. using C,c
error while make runs. Conflicting types and previous declaration,c
(C code) how would I pass my global variables between functions and return them when the main function needs them also?,c
mongoid update_attributes changed?,ruby-on-rails
deleting attributes from ActiveRecord model,ruby-on-rails
How to compare hex values using C?,c
Rails Cookie Setting Problems,ruby-on-rails
"How to make ""form_for"" use ""remote => true"" based on condition?",ruby-on-rails
Rails 4.1 tests return undefined method `authenticate' for nil:NilClass,ruby-on-rails
How to generate random numbers in parallel?,c
How do I raise an exception in Rails so it behaves like other Rails exceptions?,ruby-on-rails
Date range in ruby/rails,ruby-on-rails
Set 'Access-Control-Allow-Origin' for multiple domains in Rails 4 application.rb,ruby-on-rails
What is the difference between execl and execv?,c
"PG::UndefinedTable: ERROR: relation ""musicians"" does not exist",ruby-on-rails
How do you tell LSHIFT apart from RSHIFT in WM_KEYDOWN events?,c
C - repeated printf() with %s and char *,c
Why do people use Heroku when AWS is present? What distinguishes Heroku from AWS?,ruby-on-rails
Rails - Best practice for abstract class definition and file naming,ruby-on-rails
/usr/bin/ld cannot find -lbsd,c
How to copy entire directory in Rails generator from templates,ruby-on-rails
Only display tasks that belong to the current_user in the index action?,ruby-on-rails
compare 2 string recursive in c,c
How to remove a column from my Rails model?,ruby-on-rails
Conditional struct type in C,c
Memory allocation to struct in pure C,c
Use find to initialize a constant?,ruby-on-rails
Rails Load Class Changes without restarting the server,ruby-on-rails
rake db:create (or migrate) blows up on me when entering command,ruby-on-rails
Downloading and zipping files that were uploaded to S3 with CarrierWave,ruby-on-rails
read text file and store in array in c programming,c
"What error does ""unexpected tIVAR, expecting $end"" point to?",ruby-on-rails
Rails: Is devise vulnerable to session hijacking?,ruby-on-rails
What do debugging symbols look like?,c
Rails - passing parameters in a redirect_to - is session the only way?,ruby-on-rails
C 2D linked list,c
Do I need to do anything with a SIGCHLD handler if I am just using wait() to wait for 1 child to finish at a time?,c
"Error ""mail has already been taken"" shows up twice on sign up with Security Extension for Devise (RoR)",ruby-on-rails
FactoryGirl attributes_for with associations,ruby-on-rails
Heroku conflict between gzipping assets and precompiling assets,ruby-on-rails
How to simulate memory allocation errors,c
warning when using bitfield with unsigned char,c
How do I access the iteration counter?,ruby-on-rails
Ruby - How do I sort an array based on the value of nested hash items?,ruby-on-rails
Implementing producers/consumers using mutex,c
When is memory allocated during compilation?,c
"What does ""Ex"" stand for in Windows API function names?",c
Printing the contents of the program stack (C Language),c
How to find the definition of a function or a class name using grep or find?,c
NoMethodError: undefined method `call',ruby-on-rails
send lua output to non stdout,c
uninitialized constant Ckeditor::PLUGIN_CONTROLLER_PATH,ruby-on-rails
Connection refused - connect(2) with rake db:seed on Mongodb,ruby-on-rails
Where is the private data stored for each net_device in Linux kernel 2.6.32 or later?,c
How do I #define an array in C?,c
Postgresql Arel and Group By,ruby-on-rails
C - Proper way to close files when using both open() and fdopen(),c
C generate random string of max length,c
Maximum size of malloc(),c
Ruby on Rails worth learning?,ruby-on-rails
How to control respond_to based on variable in Rails controller?,ruby-on-rails
How do you restart Ruby on Rails on Windows IIS 7?,ruby-on-rails
How to get float bytes?,c
Possible to generate a migration for a model?,ruby-on-rails
C - isgraph() function,c
How to use i18n translate method with Draper gem?,ruby-on-rails
Rails is not connecting to remote mongo db through SSH tunnelling,ruby-on-rails
Why are my fixture objects not available in my Rails Test::Unit test?,ruby-on-rails
Incomplete Type is not allowed, 2 structs
C dynamic string array,c
Rails: What is the use of web servers (Apache / nginx / passenger)?,ruby-on-rails
Apache2, Git
Pointer to char array,c
Average of prime numbers in an array,c
Simple TCP server with multiple clients C/unix,c
Combine order method on rails app,ruby-on-rails
Devise: redirect on sign up failure?,ruby-on-rails
Rails - append attributes and add to array,ruby-on-rails
RSpec Trouble mocking HTTP request,ruby-on-rails
How can I add bootstrap's icon to button_to in rails3,ruby-on-rails
Adding HTML to ruby on rails flash message,ruby-on-rails
How to enable TLS 1.2 in Nginx?,ruby-on-rails
Get current user's last logon,c
"Association ""is invalid"" when model is saved",ruby-on-rails
Ruby on Rails - render layout,ruby-on-rails
C Read 4 bytes at a time,c
Sorting array with numbers from text file in C?,c
A way to find the size and location of padding in a struct?,c
what's the point in malloc(0)?,c
pthread creation not working properly,c
"How can I use the Rails ""find"" method to perform an AND or an OR query?",ruby-on-rails
Simple Rspec test failing from Michael Hartl RoR Tuotiral,ruby-on-rails
issue installing active admin - rails 3.0.3 - uninitialized constant Formtastic::SemanticFormHelper,ruby-on-rails
How to use g_timeout_add?,c
What is the time complexity of the Linear Search c code that i have written below? is my code good or bad?,c
Error 'sscanf_result' undeclared (first use in this function),c
Missing host to link to! Please provide :host parameter or set default_url_options[:host],ruby-on-rails
Segmentation Fault in SSL_CTX_new,c
Convert array of int (decimal equivalent to a character in ASCII) to a string in C language,c
Problem with mmap/munmap - getting a bus error after the 783rd iteration?,c
Insert in Linked List C,c
Why does this variadic function fail on 4th parameter on Windows x64?,c
Rails 3.2.0 rspec debugger not working,ruby-on-rails
Memcached error in Ruby on Rails,ruby-on-rails
paperclip - converting tiff images into jpg or png,ruby-on-rails
Raspberry Pi, looping delay function
QueryObject for Rails - how to encapsulate set of operations on ActiveRecord,ruby-on-rails
Rails ajax form submit message,ruby-on-rails
Fatal error: stdio.h No such file or directory,c
Rails 3.2 + mailer + image_tag,ruby-on-rails
Using printf with a non-null terminated string,c
Multi Piping bash-style in C,c
Rails 4 - Custom Fonts,ruby-on-rails
Is ActiveAdmin user logged in?,ruby-on-rails
Redirect to after successful ajax form,ruby-on-rails
Catch Error from external API in Rails,ruby-on-rails
RoR, RSpec - problem with validation testing
Check if response is JSON in RSpec,ruby-on-rails
characters in linkedlist,c
Naming Boolean columns in Rails,ruby-on-rails
Ruby and Rails and Haml - putting ruby code into the haml page,ruby-on-rails
Rails: Could not find rake-10.1.1 in any of the sources,ruby-on-rails
error: unknown type name struct,c
Why can't we use double pointer to represent two dimensional arrays?,c
Capistrano Could not locate Gemfile or .bundle/ directory?,ruby-on-rails
Preprocessor directives define and ifdef do not work as I imagined?,c
"Graphics driver ""hello world"" example?",c
undefined method `database_authenticatable' error,ruby-on-rails
Ember.js Rails: Error while loading route: Error: No model was found for '0',ruby-on-rails
Private messaging gem,ruby-on-rails
Rails 3.1: Trouble on displaying images in mailer view files,ruby-on-rails
How to check the number of arguments passed with a Ruby Script,ruby-on-rails
"""Stray '\226' in program"" compiler errors",c
Correct way to return numpy friendly arrays using typed memoryviews in Cython?,c
Multiple source files in C- How exactly do makefiles work?,c
Buffer overflow detected in a program that runs flawlessly ( apparently),c
Activeadmin Resource Names,ruby-on-rails
How do I bypass validation rules set for a nested attribute in ruby on rails?,ruby-on-rails
cap deploy:migrations: Error: control characters are not allowed at line 1 column 1 (Psych::SyntaxError),ruby-on-rails
Seeding with a has_many relationship,ruby-on-rails
validate input cmdline input argv[] contains all integers,c
MD5 hash calculates differently on server,c
Can't update user attributes - Rails and Devise,ruby-on-rails
How to filter parameters in rails?,ruby-on-rails
How to create .txt with username as file name in C?,c
'no driver for sqlite3 found' in fresh rails install on windows 7 machine,ruby-on-rails
makefile error: make: *** No rule to make target `omp.h' , with OpenMP
rvm install 1.9.2 Permission denied,ruby-on-rails
Execute script and show output/progress in view [Ruby/Sinatra(Rails)],ruby-on-rails
Why does open() create my file with the wrong permissions?,c
has_many and :after_add / :before_add => callback for << and create methods,ruby-on-rails
Reverse string array,c
Michael Hartl's rails tutorial: reusing sessions resource for multiple User types,ruby-on-rails
how to get a relationship value in form_builder in rails,ruby-on-rails
Where do the created_at and updated_at columns come from?,ruby-on-rails
FileTest.exists? issue with ruby on rails,ruby-on-rails
No database file specified. Missing argument: database,ruby-on-rails
C Pointers - Good Tutorials,c
Rails pagination by date,ruby-on-rails
Interpolation Search Program?,c
How to call C from Swift?,c
escape sequence in c,c
Why does rake db:migrate in Rails not add functions to the schema file?,ruby-on-rails
Peterson's Algorithm in C for Thread concurrency (segment fault),c
ActiveAdmin select all batch action,ruby-on-rails
Rails User -> Roles -> Permissions setup,ruby-on-rails
Is it possible to put a preprocessor conditional inside a C macro?,c
How to find out *.c and *.h files that were used to build a binary?,c
capistrano - no servers matched,ruby-on-rails
How can I use Ruby/Rails variables inside Sass?,ruby-on-rails
"mongoid with rails - Database should be a Mongo::DB, not NilClass""",ruby-on-rails
How to render nothing in json?,ruby-on-rails
Returning pointer to a certain value in a macro?,c
Cast pointer to larger int,c
RGB color system as a data type,c
Rails parse url to hash(Routes),ruby-on-rails
The right way to remove attribute from rails model object,ruby-on-rails
GlobalMemoryStatusEx() (Win32),c
superclass mismatch for class CommentsController (TypeError), best way to rename?
What is isatty() in C for?,c
Rails each loop insert tag every 6 items?,ruby-on-rails
Rails: rendering the js.erb template using the controller,ruby-on-rails
"What does ""12345"" + 2 do in C?",c
Railstutorial.org Ruby on Rails Routing problem,ruby-on-rails
Is there a way to flush a POSIX socket?,c
"Import a binary image from matlab to a ""C"" program",c
C tutorial question relating to calloc vs malloc,c
fscanf results in a segmentation fault,c
Rails created_at on display if Today?,ruby-on-rails
Declare float variable to only contain 3 decimal places,c
printing multiple integers at the same time,c
getting the selected value from the drop down in rails,ruby-on-rails
Generate a thumbnail for the first page of a PDF within a rails App?,ruby-on-rails
How to circular shift an array of 4 chars?,c
When/why is it a bad idea to use the fscanf() function?,c
X11 - Draw on Overlay Window,c
What is the preferred way to generate HTML tag in Rails?,ruby-on-rails
Ellipsis in array initialization in C kernel module,c
Implementation of ToLower function in C,c
Creating ip network packets,c
Ruby on rails3 login tutorials,ruby-on-rails
How do I randomly generate a link to a file?,ruby-on-rails
Why dividing two integers doesn't get a float?,c
Rails + Carrierwave: How to change default file naming of image versions (thumb, small
-> Arrow operator with Arrays?,c
Sort with strcmp and bubblesort a 2d array in C,c
"How to display in a text field a date with format ""dd/mm/YYYY""?",ruby-on-rails
Invalid types int[int] for array subscript,c
integer index incrementation in array,c
How do you allow spaces to be entered using scanf?,c
C: Comparing two bytes to see if one is within a certain range of the other,c
Building dynamic fields using ActiveRecord::Serialization.to_xml,ruby-on-rails
How to avoid usage of Global variables in threads,c
RSpec: Mock not working for instance method and multiple calls,ruby-on-rails
C macro to generate printf format string,c
How to run my ruby on rails web app using command prompt (not IDE),ruby-on-rails
Developing with libpcsclite error compiling (undefined),c
Building JSON Object from array with specific keys and values in Ruby 2.0,ruby-on-rails
get value from header into model,ruby-on-rails
Rails Paperclip: update vs. update_attributes,ruby-on-rails
Ruby on Rails Editor for Windows,ruby-on-rails
Running a cmd command in c program file,c
Error while using guard with rspec,ruby-on-rails
Radio Buttons, Check boxes not lined up vertically with labels (Rails 3)
How to convert ascii string to binary?,c
Rails ActiveRecord Model Linked List,ruby-on-rails
C compilation warning: passing argument 1 of ‘insert’ from incompatible pointer type [enabled by default],c
Does Rails provide default session time-out duration? If yes, where is it specified?
"Valgrind Error ""Invalid write of size 4"" C",c
Simple C example of doing an HTTP POST and consuming the response,c
How to return a char function in C prog?,c
CouchDB and Ruby on Rails Tutorials,ruby-on-rails
Threads in User and kernel mode,c
Programmatically enable/disable UNIX network interface,c
Trying to calculate percentage of a quiz score, Rails 3.0.3
How to store a picture within Active Directory using Ruby in a Rail3App?,ruby-on-rails
"getting ""SQLite3::CorruptException: database disk image is malformed"" from rails console",ruby-on-rails
Internal Server Error 500 gets thrown instead of 404 while trying to access broken picture urls,ruby-on-rails
Socket programming issue with recv() receiving partial messages,c
c strings, char pointers: need help printing the string and some advice
Importing CSV file into multiple models at one time,ruby-on-rails
How can a shared library (.so) call a function that is implemented in its loader program?,c
Make an https request using sockets on linux,c
How to use bootstrap Modal with link_to in rails?,ruby-on-rails
`try` method when trying to fetch hash value,ruby-on-rails
rails convert string to number,ruby-on-rails
C variable undeclared (first use in function),c
How many passes does the C preprocessor make?,c
Recursion in C, understand recursion example
Setup database without seed data,ruby-on-rails
how to truncate a number with a decimal point into a int? what's the function for this?,c
How to convert from double to signed short?,c
ActiveAdmin with Devise, does not return the authentication_token when login
Carrierwave and mini_magick finding widths & height,ruby-on-rails
Creating a file transfer application using UDP in C,c
database.yml deployment best practice,ruby-on-rails
ANSI C UTF-8 problem,c
Deleting a node form a binary search tree in C,c
Enforce file upload size on Heroku?,ruby-on-rails
How do you use offsetof() on a struct?,c
Rails : Adding an admin role using devise who can see all the users,ruby-on-rails
puts doesn't print stuff to console,ruby-on-rails
generate activerecord schema from an existing table,ruby-on-rails
Writing a robust integer hash function,c
link_to not formatting button,ruby-on-rails
opencv calcHist error,c
Rails 3: Simple form start date,ruby-on-rails
`default_controller_and_action': missing :controller (ArgumentError) in Ruby 3,ruby-on-rails
Error Illegal character(0x1) in compile,c
running rpush as daemon in production using capistrano,ruby-on-rails
missing [heap] section in /proc/pid/maps,c
How does has_secure_password work in my model class?,ruby-on-rails
add id or class to flash message,ruby-on-rails
How do I parse out the fields in a comma separated string into a integer array in C?,c
gcc will not properly include math.h,c
Rails ActiveRecord : search in multiple values with multiple values,ruby-on-rails
How to test post request and follow redirects with capybara?,ruby-on-rails
freopen stdout and console,c
Google-NDK / Compiling command-line C applications without any JNI interaction,c
ifdef & solaris,c
Can I check if a pointer was allocated by malloc/calloc/realloc?,c
Login integration test with rspec/devise,ruby-on-rails
Heroku : Postgres - could not connect to server: Connection refused,ruby-on-rails
Given an encoded message, count the number of ways it can be decoded
Finding out where methods are defined in Ruby/Rails (as opposed to Java),ruby-on-rails
"Rails 4 - Removed sqlite3 gem - ""Detected sqlite3 gem which is not supported on Heroku""",ruby-on-rails
How can I replace delay() by millis()?,c
Rails Api + AngularJS + IonicFramework,ruby-on-rails
Linker error undefined reference to... an included library in c,c
Authenticating Ember App with Rails (and Devise),ruby-on-rails
Race conditions in Rails first_or_create,ruby-on-rails
adding attributes to platform device in linux kernel drivers,c
Fragment Caching In Rails 3,ruby-on-rails
Undefined methods for FactoryGirl transient variables,ruby-on-rails
Adding wordpress Blog in a Rails application,ruby-on-rails
SMTP on C: STARTTLS via OpenSSL,c
Error when trying to run gem install,ruby-on-rails
undefined method `name' for #<User,ruby-on-rails
gstreamer opencv receiving and editing a stream,c
Can anyone recommend a beginning Ruby on Rails tutorial that doesn't rely on scaffolding?,ruby-on-rails
K&R Exercise 1-8 Counting blanks, tabs
Issues writing to serial port on MAC OSX using unistd.h in c,c
Is it possible to call a C function from C#.Net,c
Pass struct by reference in C,c
Curl request to upload image from local machine to ruby on rails application,ruby-on-rails
Capistrano deploy:migrate and db:migrate run all migrations every time,ruby-on-rails
What happens when a zero is assigned in an `if` condition?,c
Combining an ActiveRecord Date and Time into a DateTime,ruby-on-rails
Ruby on Rails query by datetime range ( last 24,48
How does a C compiler find that -lm is pointing to the file libm.a?,c
f.collection_select order by name,ruby-on-rails
Strcpy incompatible pointer type in C,c
How would I change the rails project directory?,ruby-on-rails
How do you create a BLOB column in rails postgresql database,ruby-on-rails
Rails 3.1 ActionMailer Custom Template Path?,ruby-on-rails
Ruby Style Question: storing hash constant with different possible values,ruby-on-rails
"C error, ""expected declaration specifier""",c
memory alignment and allocation vs malloc,c
How to allow & take only two digit numbers as Input, in C?
I get implicit declaration of function strncmp,c
"use printf(""%s"",..) to print a struct, the struct's first variable type is 'char *', why can get a right string stored in 'char *'?",c
Gem::RemoteFetcher::FetcherError::SSL_connect returned=1 erno=0 state=SSLw3,ruby-on-rails
How to write a simple malloc function in c,c
Time zone Heroku,ruby-on-rails
callback issue with carrierwave and mongoid,ruby-on-rails
C struct array assignment problems,c
Copying lines from stdin to an array of character pointers,c
Rails 3 - raw/html_safe not working in some cases?,ruby-on-rails
Rails won't read environment variables,ruby-on-rails
Rails server exiting immediately after starting,ruby-on-rails
Accessing elements of a matrix row-wise versus column-wise,c
Is there a way to list all the current running processes in C,c
error in pointer & multithread expected ‘void * (*)(void *)’ but argument is of type ‘pthread_t’,c
You must set config.secret_key_base in your app's config,ruby-on-rails
How does physical pages are allocated and freed during the malloc and free call?,c
Replace line in text-file using C,c
Getting 'uninitialized constant' error when using delegate in belongs_to in model,ruby-on-rails
constant pointer vs pointer on a constant value,c
Piping in a basic shell implementation,c
How to deploy Rails in production mode?,ruby-on-rails
In Rails, how do you render JSON using a view?
Linked list with file IO,c
Parse the gemfile and get all the gems used in rails project,ruby-on-rails
Proof: Pythagorean Triple algorithm is faster by Euclid's Formula?,c
How do I iterate through a hash in an objects param hash?,ruby-on-rails
Best practice for reading csv (with variable number of lines) into data structures,c
What is the difference between exit(0) and exit(1) in C?,c
rails3 session store,ruby-on-rails
How to do route constraints in Rails 4,ruby-on-rails
Heroku error code H10, exited with status 1
Please explain the nested switch-case statements in the following C program and the corresponding output,c
Second devise model not using generated views,ruby-on-rails
How to add ajax to jquery-ui slider using ruby on rails 3.2,ruby-on-rails
Sharing one buffer - thread safe,c
Can I assume the size of long int is always 4 bytes?,c
using paper trail, getting the difference with object_changes?
"MultiJson::DecodeError unexpected token at {""email"":""foo@bar.com""}",ruby-on-rails
'development' database is not configured,ruby-on-rails
How to configure an extra/different migrations folder,ruby-on-rails
RoR linkedin gem & OAuth::Problem (signature_invalid),ruby-on-rails
How to compress css files and javascript file in Ruby on rails,ruby-on-rails
Problem with stale ActiveRecord association in Rails 3,ruby-on-rails
What is causing this error when I try to install the pg gem?,ruby-on-rails
Raspberry PI in C, assembler inline for reading GPIO (or other memory address)
Difference of similar type of pointers,c
Ruby: acts_as_tree to nested hashes (arrays of hashes),ruby-on-rails
How to concatenate two or more Integers using Macros?,c
Cygwin - Makefile-error: recipe for target `main.o' failed,c
Reverse char array with pointer in C,c
Rails - Devise - User Profile url with username on,ruby-on-rails
Problem with cyrillic characters in Ruby on Rails,ruby-on-rails
I had installed mysql gem but still showing this error,ruby-on-rails
Rails > Devise password encryption,ruby-on-rails
How to customize Rails localized date format?,ruby-on-rails
Kill command in c-programming,c
How/where to temporarily store ActiveRecord objects if not in session?,ruby-on-rails
Is there a way to tell Capistrano to deploy a Local Repository to a Remote Server?,ruby-on-rails
"difference between scanf(""%c"" , ..) and getchar()",c
How to run single test from rails test suite?,ruby-on-rails
Initialize array of strings,c
Adding Search to Ruby on Rails - Easy Question,ruby-on-rails
File based Configuration handling in C ( Unix ),c
What's the easiest way to send a string to another application? (Win API),c
a Href links in ruby,ruby-on-rails
How do I retrieve user based on session token in the Parse REST API?,ruby-on-rails
Hosting for a Ruby on Rails application,ruby-on-rails
C dynamic string length,c
RSpec & Rails: Stub request.path for helper spec,ruby-on-rails
"Getting the error ""expected identifier or '(' before '{' token in C",c
Ransack::Search object was provided to search_form_for,ruby-on-rails
Asscociate action to on_change for form.select in Rails?,ruby-on-rails
